Nom,Dosage,Forme,DCI,Classe,Sous Classe,Indications,G/P/B
PROTOPIC,0.03%,Pommade  dermique,TACROLIMUS,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,IMMUNOSUPPRESSEURS,"Protopic 0,03% pommade est indiqué chez les adultes, les adolescents
et les enfants à partir de 2 ans.
-*Traitement des poussées :
-Adultes et adolescents (16 ans et plus)
Traitement de la dermatite atopique modérée à sévère de l'adulte en
cas de rép",Princeps
PROTOPIC,0.10%,Pommade  dermique,TACROLIMUS,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,IMMUNOSUPPRESSEURS,"Protopic 0,1% pommade est indiqué chez les adultes, les adolescents
(16 ans et plus)
-*Traitement des poussées :
-Adultes et adolescents (16 ans et plus)
Traitement de la dermatite atopique modérée à sévère de l'adulte en
cas de réponse inadéquate ou",Princeps
PROVISC,10mg/ml,Solution intra-oculaire,HYALURONATE DE SODIUM,ORGANES SENSORIELS,MEDICAMENTS OPHTALMOLOGIQUES,"PROVISC EST INDIQUE COMME ADJUVANT DE LA CHIRURGIE OPHTALMIQUE DU
SEGMENT ANTERIEUR LORS DE L'EXTRACTION DE LA CATARACTE ET
L'IMPLANTATION D'UNE LENTILLE INTRAOCULAIRE (LIO).
LES VISCOELASTIQUES A USAGE OPHTALMIQUE SERVENT A MAINTENIR LA
PROFONDEUR D",Princeps
PROXIDA,200 µG/2ml,Solution injectable pour perfusion,Dexmedetomidine,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"*Sédation en USI (Unité de soins intensifs) chez l'adulte nécessitant
un état de sédation pas plus profond que celui permettant une réponse
à un stimulus verbal (correspondant à un score de 0 à -3 sur l'échelle
de vigilance-agitation de Richmond (RAS",Générique
PRUREX,10%,Creme dermique,CROTAMITON,MEDICAMENTS DERMATOLOGIQUES,"ANTIPRURIGINEUX, Y COMPRIS ANTIHISTAMINIQUES ET AN","AFFECTIONS PARASITAIRES CUTANEES:
GALE, THROMBICULOSE, PRURIGO PARASITAIRE
TRAITEMENT SYMPTOMATIQUE DES PRURITS D'ETIOLOGIES  VARIEES.",Générique
PSODERM,50 µg/g,Creme dermique,CALCIPOTRIOL,MEDICAMENTS DERMATOLOGIQUES,ANTI-PSORIASIS,"Traitement topique du psoriasis en plaques (psoriasis vulgaire)
affectant jusqu'à 40 % de la surface corporelle.",Générique
PSODERM PLUS,50 mcg/0.5mg/g,Gel dermique,CALCIPOTRIOL+BETAMETHASONE,MEDICAMENTS DERMATOLOGIQUES,ANTI-PSORIASIS,"Traitement topique du psoriasis du cuir chevelu chez les adultes.
Traitement topique des plaques de psoriasis vulgaire léger à modéré en
dehors du cuir chevelu chez les adultes.",Générique
PSORIACORT,0.05%,Creme dermique,CLOBETASOL,MEDICAMENTS DERMATOLOGIQUES,PREPARATIONS DERMATOLOGIQUES DE CORTICOSTEROIDES,"Plaques limitées et résistantes de psoriasis particulièrement dans
leurs localisations palmo-plantaires, de lichénifications
(névrodermites), de lupus érythémateux discoïde, de lichens.
Cicatrices hypertrophiques.
Lésions corticosensibles, non infect",Générique
PSORIACORT,0.05%,Gel capillaire,CLOBETASOL,MEDICAMENTS DERMATOLOGIQUES,PREPARATIONS DERMATOLOGIQUES DE CORTICOSTEROIDES,"Dermatoses inflammatoires corticosensibles du cuir chevelu, plus
particulièrement:
* psoriasis du cuir chevelu
* dermite séborrhéique du cuir chevelu
Remarque: après un traitement d'attaque généralement bref, le relais
est éventuellement assuré par u",Générique
PSORIACORT,0.05%,Pommade  dermique,CLOBETASOL,MEDICAMENTS DERMATOLOGIQUES,PREPARATIONS DERMATOLOGIQUES DE CORTICOSTEROIDES,"Soulagement des manifestations inflammatoires et prurigineuses de
dermatoses corticosensibles de la peau, plus particulièrement:
- psoriasis
- dermite eczémateuse
Un traitement d'attaque généralement bref, le relais est événtuellemnt
assuré par un co",Générique
PSORIASONE,50 mcg/0.5mg/gr,Pommade  dermique,CALCIPOTRIOL+BETAMETHASONE,MEDICAMENTS DERMATOLOGIQUES,ANTI-PSORIASIS,"Traitement topique initial du psoriasis en plaques (psoriasis
vulgaire), relevant d'un traitement topique chez l'adulte..",Générique
PSORIASONE,50 mcg/0.5mg/gr,Pommade  dermique,CALCIPOTRIOL+BETAMETHASONE,MEDICAMENTS DERMATOLOGIQUES,ANTI-PSORIASIS,"Traitement topique initial du psoriasis en plaques (psoriasis
vulgaire), relevant d'un traitement topique chez l'adulte..",Générique
PSORIS,0.05%,Shampooing,CLOBETASOL,MEDICAMENTS DERMATOLOGIQUES,PREPARATIONS DERMATOLOGIQUES DE CORTICOSTEROIDES,Traitement topique du psoriaris modéré du cuir chevelu chez l'adulte.,Générique
PULMICORT,0.5 mg/2ML,Solution pour inhalation,BUDESONIDE,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,"Pulmicort, suspension pour inhalation par nébuliseur en récipient
unidose, est indiqué :
· en traitement de fond de l'asthme chez les adultes, les adolescents
et les enfants lorsque les inhalateurs pressurisés ou à poudre sèche
ne peuvent être utilis",Princeps
PULMOSERUM,,Solution buvable,CODEINE+GAIACOL,SYSTEME RESPIRATOIRE,MEDICAMENTS DE LA TOUX ET DU RHUME,"Médicament réservé à l'adulte.
Traitement symptomatique des toux non productives gênantes.
Remarque: l'association d'un antitussif et d'un expectorant n'est pas
justifiée.",Princeps
PURINETHOL,50 mg,Comprimé sécable,MERCAPTOPURINE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"PURINETHOL est indiqué dans le traitement de la leucémie aiguë chez
l'adulte, l'adolescent et l'enfant.
Il peut être utilisé dans les indications suivantes :
· leucémies aiguës lymphoblastiques (LAL)
- leucémies aiguës myéloblastiques (LAM)",Princeps
PURINOL 100,100 MG,Comprimé sécable,ALLOPURINOL,MUSCLE ET SQUELETTE,ANTIGOUTTEUX,"- Traitement de la goutte primaire ou secondaire à une hyperuricémie
associée à une hémopathie et à son traitement
- Traitement des hyperuricémies primaires et  secondaires à une
néphropathie accompagnées ou non des symptômes de la goutte
- Traitemen",Générique
PURINOL 300,300 MG,Comprimé sécable,ALLOPURINOL,MUSCLE ET SQUELETTE,ANTIGOUTTEUX,"- Traitement de la goutte primaire ou secondaire à une hyperuricémie
associée à une hémopathie et à son traitement
- Traitement des hyperuricémies primaires et  secondaires à une
néphropathie accompagnées ou non des symptômes de la goutte
- Traitemen",Générique
PURLEX,20 mg,Comprimé pelliculé,ESCITALOPRAM,SYSTEME NERVEUX,PSYCHOANALEPTIQUES,"- Traitement des épisodes dépressifs majeurs ( c.a.d caractérisés)
- Traitement du trouble panique avec ou sans agoraphobie;
- Traitement du trouble ""anxiété sociale"" (phobie sociale).
- Traitement du trouble anxiété généralisée.
- Traitement des tro",Générique
PURLEX,10 mg,Comprimé pelliculé sécable,ESCITALOPRAM,SYSTEME NERVEUX,PSYCHOANALEPTIQUES,"- Traitement des épisodes dépressifs majeurs ( c.a.d caractérisés)
- Traitement du trouble panique avec ou sans agoraphobie;
- Traitement du trouble ""anxiété sociale"" (phobie sociale).
- Traitement du trouble anxiété généralisée
- Traitement des trou",Générique
PYLERA,140mg/125mg/125mg,Gélule,BISMUTH +METRONIDAZOLE+TETRACYCLINE,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,"Traitement de deuxième ligne après traitement séquentiel ou
trithérapie de 10 jours.",Princeps
PYOREX,,Pate dentaire,ETHACRIDINE,APPAREIL DIGESTIF ET METABOLISME,PREPARATIONS STOMATOLOGIQUES,Hygiène bucco-dentaire.,Princeps
PYOSTACINE 500,500 MG,Comprimé pelliculé,PRISTINAMYCINE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"Pyostacine 500 mg est indiqué chez l'adulte et chez l'enfant dans le
traitement des infections suivantes:
- Sinusites maxillaires aigues
- Exacerbations aigues de bronchites chroniques
- Pneumopathis communautaires de gravité légère à modérée
- Infec",Princeps
PYRAZINAMIDE,500 mg,Comprimé,PYRAZINAMIDE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,MEDICAMENTS CONTRE LES MYCOBACTERIES,"Traitement des nouveaux cas  de tuberculose pulmonaire en association
avec les  antibiotiques standards pendant les deux premiers mois du
traitement pour accélérer la  vitesse  de négativation de
l'expectoration et réduire la durée globale du   trait",Générique
PYRIMAG,,Solution buvable,MAGNESIUM+VITAMINE B6,APPAREIL DIGESTIF ET METABOLISME,COMPLEMENTS MINERAUX,"Carences magnésiennes avérées, isolées ou associées.",Générique
QUETAP,300 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires..
La prévention de la récidive dans les troubles bipolaires ch",Générique
QUETAP,200 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires..
La prévention de la récidive dans les troubles bipolaires ch",Générique
QUETAP,100 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires..
La prévention de la récidive dans les troubles bipolaires ch",Générique
QUETAP,50 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires..
La prévention de la récidive dans les troubles bipolaires ch",Générique
QUETAP,25 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires..
La prévention de la récidive dans les troubles bipolaires ch",Générique
QUETAP,100 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires..
La prévention de la récidive dans les troubles bipolaires ch",Générique
QUETAP,300 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires..
La prévention de la récidive dans les troubles bipolaires ch",Générique
QUETAP,200 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires..
La prévention de la récidive dans les troubles bipolaires ch",Générique
QUETAP 25,25 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires..
La prévention de la récidive dans les troubles bipolaires ch",Générique
QUETAP 50,50 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires..
La prévention de la récidive dans les troubles bipolaires ch",Générique
QUETIAPINE  SANDOZ,100 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires.
La prévention de la récidive dans les troubles bipolaires che",Générique
QUETIAPINE  SANDOZ,200 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires.
La prévention de la récidive dans les troubles bipolaires che",Générique
QUETIAPINE  SANDOZ,300 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires.
La prévention de la récidive dans les troubles bipolaires che",Générique
QUETIAPINE  SANDOZ,25 mg,Comprimé pelliculé,QUETIAPINE,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Traitement des symptômes de la schizophrénie.
Traitement des symptômes des manies associées au trouble bipolaire.
Traitement des épisodes dépressifs majeurs associés au trouble
bipolaires.
La prévention de la récidive dans les troubles bipolaires che",Générique
QUIETUDE,,Sirop,PRODUITS HOMEOPATHIQUES,DIVERS,TOUS LES AUTRES PRODUITS THERAPEUTIQUES,"Médicament associant des préparations homéopathiques
traditionnellement utilisées chez l'enfant de plus de 1 an en cas de
nervosité passagère et en cas de troubles mineurs du sommeil.",Princeps
QUINOLOX,500 mg,Comprimé pelliculé,CIPROFLOXACINE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"Elles procèdent à l'activité antibactérienne et des caractéristiques
pharmacocinétiques de la ciprofloxacine. Elles tiennent compte à la
fois des études cliniques auxquelles a donné lieu ce médicament et de
sa place dans l'éventail des produits antib",Générique
QUINOLOX,750 mg,Comprimé pelliculé,CIPROFLOXACINE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"Elles procèdent à l'activité antibactérienne et des caractéristiques
pharmacocinétiques de la ciprofloxacine. Elles tiennent compte à la
fois des études cliniques auxquelles a donné lieu ce médicament et de
sa place dans l'éventail des produits antib",Générique
R.LENS,,Solution externe,CHLORHEXIDINE+THIMEROSAL,ORGANES SENSORIELS,MEDICAMENTS OPHTALMOLOGIQUES,Rinçage des lentilles de contact souples.,Générique
RABIPUR,,Pdre p.prep.injectable,VACCIN ANTIRABIQUE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,"IMMUNISATION ACTIVE CONTRE LA RAGE ET A TOUT AGE:
- VACCINATION ANTIRABIQUE APRES EXPOSITION: VACCINATION APRES CONTACT
AVEC UN ANIMAL SUSPECT OU CERTIFIE AVOIR LA RAGE.
- VACCINATION ANTIRABIQUE AVANT EXPOSITION: VACCINATION AVANT UNE
POSSIBLE INFEC",Princeps
RAFOREX,12 µg,Suspension pour inhalation,FORMOTEROL,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,"Prévention et traitement du bronchospasme chez des patients atteints
de bronchopathies obstructives (asthme bronchique et bronchite
chronique, avec ou sans emphysème), et du bronchospasme induit par des
allergènes, l'effort ou le froid.
L'action de c",Générique
RAMIPRIL   ZENTIVA,5 mg,Comprimé sécable,RAMIPRIL,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"- Hypertension artérielle;
- Post-infarctus du myocarde compliqué d'insuffisance cardiaque
transitoire ou persistante. Le traitement au long cours par ramipril
améliore la survie et réduit le risque d'évolution vers l'insuffisance
cardiaque sévère ou",Générique
RAMIPRIL  ZENTIVA,2.50 mg,Comprimé sécable,RAMIPRIL,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"- Hypertension artérielle;
- Post-infarctus du myocarde compliqué d'insuffisance cardiaque
transitoire ou persistante. Le traitement au long cours par ramipril
améliore la survie et réduit le risque d'évolution vers l'insuffisance
cardiaque sévère ou",Générique
RAMIPRIL  ZENTIVA,10 mg,Comprimé sécable,RAMIPRIL,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"- Hypertension artérielle;
- Post-infarctus du myocarde compliqué d'insuffisance cardiaque
transitoire ou persistante. Le traitement au long cours par ramipril
améliore la survie et réduit le risque d'évolution vers l'insuffisance
cardiaque sévère ou",Générique
RAMITEC,2.50 mg,Comprimé sécable,RAMIPRIL,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"- Traitement de l'hypertension.
- Prévention cardiovasculaire : réduction de la morbidité et de la
mortalité  cardiovasculaire chez les patients présentant :
* une maladie cardiovasculaire athérothrombotique manifeste
(antécédents de maladie coronair",Générique
RAMITEC,5 mg,Comprimé sécable,RAMIPRIL,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"- Traitement de l'hypertension.
- Prévention cardiovasculaire : réduction de la morbidité et de la
mortalité  cardiovasculaire chez les patients présentant :
* une maladie cardiovasculaire athérothrombotique manifeste
(antécédents de maladie coronair",Générique
RAMITEC,10 mg,Comprimé sécable,RAMIPRIL,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"- Hypertension artérielle;
- Post-infarctus du myocarde compliqué d'insuffisance cardiaque
transitoire ou persistante. Le traitement au long cours par ramipril
améliore la survie et réduit le risque d'évolution vers l'insuffisance
cardiaque sévère ou",Générique
RAMITEC,5 mg,Comprimé sécable,RAMIPRIL,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"- Traitement de l'hypertension.
- Prévention cardiovasculaire : réduction de la morbidité et de la
mortalité  cardiovasculaire chez les patients présentant :
* une maladie cardiovasculaire athérothrombotique manifeste
(antécédents de maladie coronair",Générique
RANEXA,500 mg,Comprimé à libération prolongée,RANOLAZINE,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,"Ranexa est indiqué chez l'adulte en association dans le traitement
symptomatique des patients atteints d'angine de poitrine (angor)
stable mal controlés ou intolérants aux antiangoreux de première
intention (comme les bétabloquants et/ou les antagoni",Princeps
RANEXA,750 mg,Comprimé à libération prolongée,RANOLAZINE,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,"Ranexa est indiqué chez l'adulte en association dans le traitement
symptomatique des patients atteints d'angine de poitrine (angor)
stable mal controlés ou intolérants aux antiangoreux de première
intention (comme les bétabloquants et/ou les antagoni",Princeps
RANITIDINE SIMED,75 mg/5 ml,Sirop,RANITIDINE,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,"Traitement symptomatique du reflux gastro-oesophagien lorsque les
règles hygiéno-diététiques ne sont pas montrées efficaces.",Générique
RANYDYS,50mg/2ml,Solution injectable,RANITIDINE,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,"Ulcère duodénal évolutif
Ulcère gastrique évolutif
Syndrome de Döllinger-Ellison
Hémorragie de la maladie ulcéreuse gastro-duodénal
Lésions gastro-duodénales liées au stress.",Générique
RANYDYS,50mg/2ml,Solution injectable,RANITIDINE,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,"Ulcère duodénal évolutif
Ulcère gastrique évolutif
Syndrome de Döllinger-Ellison
Hémorragie de la maladie ulcéreuse gastro-duodénal
Lésions gastro-duodénales liées au stress.",Générique
